Time, Acceler X, Acceler Y, Acceler Z, Gyro X, Gyro Y, Gyro Z, GSR, HR, user, collector, role, activity, Battery 
10:23:40-0,0.14648438,0.86621094,0.31176758,0.15258789,0.86816406,0.3034668,5,83,100103, Participant, EMT, None,87
10:23:40-28,0.14208984,0.86694336,0.31567383,0.14648438,0.86621094,0.31176758,5,83,100103, Participant, EMT, None,87
10:23:40-34,0.13793945,0.8937988,0.33496094,0.14208984,0.86694336,0.31567383,5,83,100103, Participant, EMT, None,87
10:23:40-60,0.13769531,0.91308594,0.3515625,0.13793945,0.8937988,0.33496094,5,83,100103, Participant, EMT, None,87
10:23:40-65,0.1340332,0.9135742,0.35205078,0.13793945,0.8937988,0.33496094,5,83,100103, Participant, EMT, None,87
10:23:40-92,0.1352539,0.90478516,0.3359375,0.1340332,0.9135742,0.35205078,5,83,100103, Participant, EMT, None,87
10:23:40-96,0.13330078,0.91015625,0.30664063,0.1352539,0.90478516,0.3359375,5,83,100103, Participant, EMT, None,87
10:23:40-100,0.13085938,0.91308594,0.29858398,0.1352539,0.90478516,0.3359375,5,83,100103, Participant, EMT, None,87
10:23:40-125,0.1237793,0.904541,0.28173828,0.13085938,0.91308594,0.29858398,5,83,100103, Participant, EMT, None,87
10:23:40-153,0.10839844,0.9008789,0.28515625,0.1237793,0.904541,0.28173828,5,83,100103, Participant, EMT, None,87
10:23:40-158,0.09838867,0.89404297,0.28027344,0.1237793,0.904541,0.28173828,5,83,100103, Participant, EMT, None,87
10:23:40-188,0.08105469,0.90185547,0.28222656,0.09838867,0.89404297,0.28027344,5,83,100103, Participant, EMT, None,87
10:23:40-193,0.06542969,0.8964844,0.27368164,0.08105469,0.90185547,0.28222656,5,83,100103, Participant, EMT, None,87
10:23:40-200,0.06347656,0.9030762,0.27001953,0.08105469,0.90185547,0.28222656,5,83,100103, Participant, EMT, None,87
10:23:40-245,0.055419922,0.91674805,0.26904297,0.06347656,0.9030762,0.27001953,5,83,100103, Participant, EMT, None,87
10:23:40-252,0.053222656,0.93066406,0.2758789,0.055419922,0.91674805,0.26904297,5,83,100103, Participant, EMT, None,87
10:23:40-257,0.052734375,0.9379883,0.28149414,0.055419922,0.91674805,0.26904297,5,83,100103, Participant, EMT, None,87
10:23:40-278,0.052978516,0.94091797,0.28442383,0.052734375,0.9379883,0.28149414,5,83,100103, Participant, EMT, None,87
10:23:40-292,0.05078125,0.9477539,0.2919922,0.052978516,0.94091797,0.28442383,5,83,100103, Participant, EMT, None,87
10:23:40-297,0.049316406,0.95043945,0.2998047,0.052978516,0.94091797,0.28442383,5,83,100103, Participant, EMT, None,87
10:23:40-325,0.05102539,0.96777344,0.32495117,0.049316406,0.95043945,0.2998047,5,83,100103, Participant, EMT, None,87
10:23:40-365,0.056396484,0.98217773,0.34228516,0.05102539,0.96777344,0.32495117,5,83,100103, Participant, EMT, None,87
10:23:40-371,0.056396484,0.99658203,0.3557129,0.05102539,0.96777344,0.32495117,5,83,100103, Participant, EMT, None,87
10:23:40-381,0.06323242,1.017334,0.3774414,0.056396484,0.99658203,0.3557129,5,83,100103, Participant, EMT, None,87
10:23:40-397,0.08544922,1.050293,0.40722656,0.06323242,1.017334,0.3774414,5,83,100103, Participant, EMT, None,87
10:23:40-405,0.099365234,1.0698242,0.42016602,0.06323242,1.017334,0.3774414,5,83,100103, Participant, EMT, None,87
10:23:40-427,0.119628906,1.1027832,0.42626953,0.099365234,1.0698242,0.42016602,5,83,100103, Participant, EMT, None,87
10:23:40-463,0.1328125,1.1235352,0.42919922,0.119628906,1.1027832,0.42626953,5,83,100103, Participant, EMT, None,87
10:23:40-471,0.13330078,1.1142578,0.42333984,0.119628906,1.1027832,0.42626953,5,83,100103, Participant, EMT, None,87
10:23:40-478,0.13720703,1.1220703,0.43554688,0.13330078,1.1142578,0.42333984,5,83,100103, Participant, EMT, None,87
10:23:40-496,0.115478516,1.1333008,0.46606445,0.13720703,1.1220703,0.43554688,5,83,100103, Participant, EMT, None,87
10:23:40-502,0.10913086,1.1420898,0.4873047,0.115478516,1.1333008,0.46606445,5,83,100103, Participant, EMT, None,87
10:23:40-528,0.107421875,1.1564941,0.51342773,0.10913086,1.1420898,0.4873047,5,83,100103, Participant, EMT, None,87
10:23:40-534,0.1171875,1.1335449,0.5041504,0.107421875,1.1564941,0.51342773,5,83,100103, Participant, EMT, None,87
10:23:40-563,0.1105957,1.1049805,0.4790039,0.1171875,1.1335449,0.5041504,5,83,100103, Participant, EMT, None,87
10:23:40-569,0.10058594,1.0292969,0.42993164,0.1105957,1.1049805,0.4790039,5,83,100103, Participant, EMT, None,87
10:23:40-597,0.072753906,0.9316406,0.39868164,0.10058594,1.0292969,0.42993164,5,83,100103, Participant, EMT, None,87
10:23:40-604,0.059570313,0.8769531,0.38305664,0.072753906,0.9316406,0.39868164,5,83,100103, Participant, EMT, None,87
10:23:40-631,0.026123047,0.7956543,0.37231445,0.059570313,0.8769531,0.38305664,5,83,100103, Participant, EMT, None,87
10:23:40-637,-2.44E-04,0.76220703,0.38378906,0.026123047,0.7956543,0.37231445,5,83,100103, Participant, EMT, None,87
10:23:40-666,-0.010253906,0.76171875,0.39575195,-2.44E-04,0.76220703,0.38378906,5,83,100103, Participant, EMT, None,87
10:23:40-673,-0.022216797,0.76660156,0.40942383,-0.010253906,0.76171875,0.39575195,5,83,100103, Participant, EMT, None,87
10:23:40-681,-0.023925781,0.8051758,0.44091797,-0.022216797,0.76660156,0.40942383,5,83,100103, Participant, EMT, None,87
10:23:40-699,-0.01977539,0.8293457,0.4567871,-0.023925781,0.8051758,0.44091797,5,83,100103, Participant, EMT, None,87
10:23:40-709,0.005615234,0.8745117,0.4831543,-0.01977539,0.8293457,0.4567871,5,83,100103, Participant, EMT, None,87
10:23:40-746,0.04345703,0.9301758,0.53027344,0.005615234,0.8745117,0.4831543,5,83,100103, Participant, EMT, None,87
10:23:40-757,0.06689453,0.9572754,0.5439453,0.04345703,0.9301758,0.53027344,5,83,100103, Participant, EMT, None,87
10:23:40-779,0.09667969,0.9494629,0.51416016,0.06689453,0.9572754,0.5439453,5,83,100103, Participant, EMT, None,87
10:23:40-789,0.10498047,0.9421387,0.47094727,0.09667969,0.9494629,0.51416016,5,83,100103, Participant, EMT, None,87
10:23:40-814,0.09838867,0.9436035,0.4519043,0.10498047,0.9421387,0.47094727,5,83,100103, Participant, EMT, None,87
10:23:40-824,0.078125,0.93115234,0.42333984,0.09838867,0.9436035,0.4519043,5,83,100103, Participant, EMT, None,87
10:23:40-831,0.05517578,0.8977051,0.41577148,0.078125,0.93115234,0.42333984,5,83,100103, Participant, EMT, None,87
10:23:40-856,0.04638672,0.88671875,0.41503906,0.05517578,0.8977051,0.41577148,5,83,100103, Participant, EMT, None,87
10:23:40-860,0.033203125,0.86157227,0.39038086,0.04638672,0.88671875,0.41503906,5,83,100103, Participant, EMT, None,87
10:23:40-889,0.02709961,0.8601074,0.35058594,0.033203125,0.86157227,0.39038086,5,83,100103, Participant, EMT, None,87
10:23:40-894,0.031982422,0.8598633,0.33007813,0.02709961,0.8601074,0.35058594,5,83,100103, Participant, EMT, None,87
10:23:40-928,0.03466797,0.8676758,0.29833984,0.031982422,0.8598633,0.33007813,5,83,100103, Participant, EMT, None,87
10:23:40-933,0.03540039,0.8642578,0.27294922,0.03466797,0.8676758,0.29833984,5,83,100103, Participant, EMT, None,87
10:23:40-939,0.03515625,0.87158203,0.2680664,0.03540039,0.8642578,0.27294922,5,83,100103, Participant, EMT, None,87
10:23:40-968,0.033447266,0.8796387,0.26904297,0.03515625,0.87158203,0.2680664,5,83,100103, Participant, EMT, None,87
10:23:40-973,0.033935547,0.8864746,0.2685547,0.033447266,0.8796387,0.26904297,5,83,100103, Participant, EMT, None,87
10:23:41-2,0.03540039,0.90063477,0.27026367,0.033935547,0.8864746,0.2685547,5,83,100103, Participant, EMT, None,87
10:23:41-8,0.04248047,0.9172363,0.27148438,0.03540039,0.90063477,0.27026367,5,83,100103, Participant, EMT, None,87
10:23:41-40,0.05102539,0.9316406,0.27392578,0.04248047,0.9172363,0.27148438,5,83,100103, Participant, EMT, None,87
10:23:41-46,0.057373047,0.9399414,0.27539063,0.05102539,0.9316406,0.27392578,5,83,100103, Participant, EMT, None,87
10:23:41-73,0.06665039,0.953125,0.28588867,0.057373047,0.9399414,0.27539063,5,83,100103, Participant, EMT, None,87
10:23:41-80,0.078125,0.95751953,0.29248047,0.06665039,0.953125,0.28588867,5,83,100103, Participant, EMT, None,87
10:23:41-87,0.080078125,0.954834,0.2915039,0.06665039,0.953125,0.28588867,5,83,100103, Participant, EMT, None,87
10:23:41-111,0.08251953,0.96533203,0.2939453,0.080078125,0.954834,0.2915039,5,83,100103, Participant, EMT, None,87
10:23:41-146,0.079833984,0.9523926,0.28735352,0.08251953,0.96533203,0.2939453,5,83,100103, Participant, EMT, None,87
10:23:41-158,0.07885742,0.9550781,0.2824707,0.08251953,0.96533203,0.2939453,5,83,100103, Participant, EMT, None,87
10:23:41-175,0.07080078,0.96240234,0.28588867,0.07885742,0.9550781,0.2824707,5,83,100103, Participant, EMT, None,87
10:23:41-180,0.07397461,0.9831543,0.29248047,0.07080078,0.96240234,0.28588867,5,83,100103, Participant, EMT, None,87
10:23:41-186,0.07348633,0.9831543,0.29541016,0.07080078,0.96240234,0.28588867,5,83,100103, Participant, EMT, None,87
10:23:41-211,0.0637207,1.015625,0.33520508,0.07348633,0.9831543,0.29541016,5,83,100103, Participant, EMT, None,87
10:23:41-253,0.06665039,1.0617676,0.38720703,0.0637207,1.015625,0.33520508,4,83,100103, Participant, EMT, None,87
10:23:41-256,0.0847168,1.09375,0.40722656,0.0637207,1.015625,0.33520508,4,83,100103, Participant, EMT, None,86
10:23:41-273,0.12695313,1.1401367,0.4333496,0.0847168,1.09375,0.40722656,4,83,100103, Participant, EMT, None,86
10:23:41-277,0.1550293,1.1032715,0.3935547,0.12695313,1.1401367,0.4333496,4,83,100103, Participant, EMT, None,86
10:23:41-281,0.16235352,1.0639648,0.35766602,0.12695313,1.1401367,0.4333496,4,83,100103, Participant, EMT, None,86
10:23:41-307,0.15649414,0.9797363,0.28100586,0.16235352,1.0639648,0.35766602,4,83,100103, Participant, EMT, None,86
10:23:41-340,0.13305664,0.9406738,0.25756836,0.15649414,0.9797363,0.28100586,4,83,100103, Participant, EMT, None,86
10:23:41-348,0.11694336,0.9213867,0.26245117,0.15649414,0.9797363,0.28100586,4,83,100103, Participant, EMT, None,86
10:23:41-354,0.08496094,0.87597656,0.26000977,0.11694336,0.9213867,0.26245117,4,83,100103, Participant, EMT, None,86
10:23:41-375,0.055664063,0.857666,0.2602539,0.08496094,0.87597656,0.26000977,4,83,100103, Participant, EMT, None,86
10:23:41-381,0.04663086,0.85595703,0.2697754,0.08496094,0.87597656,0.26000977,4,83,100103, Participant, EMT, None,86
10:23:41-405,0.033691406,0.8544922,0.2770996,0.04663086,0.85595703,0.2697754,4,83,100103, Participant, EMT, None,86
10:23:41-432,0.030029297,0.8820801,0.2849121,0.033691406,0.8544922,0.2770996,4,83,100103, Participant, EMT, None,86
10:23:41-437,0.029052734,0.9055176,0.29345703,0.033691406,0.8544922,0.2770996,4,83,100103, Participant, EMT, None,86
10:23:41-442,0.037353516,0.9343262,0.31958008,0.029052734,0.9055176,0.29345703,4,83,100103, Participant, EMT, None,86
10:23:41-468,0.049560547,0.9277344,0.3322754,0.037353516,0.9343262,0.31958008,4,83,100103, Participant, EMT, None,86
10:23:41-477,0.052246094,0.93115234,0.33618164,0.037353516,0.9343262,0.31958008,4,83,100103, Participant, EMT, None,86
